F1_target_variable,F1_collaborative_variable1,F1_collaborative_variable2,F1_collaborative_variable3,F1_collaborative_variable4
0.6446,900.0709,0.8442,0.3184,0.3289
0.643,908.9704,0.8455,0.3184,0.329
0.6412,918.4259,0.8468,0.3184,0.3291
0.6393,928.4113,0.8482,0.3184,0.3292
0.6373,938.8858,0.8495,0.3183,0.3293
0.6352,949.7957,0.8508,0.3183,0.3294
0.633,961.0738,0.852,0.3183,0.3296
0.6309,972.643,0.8533,0.3182,0.3297
0.6287,984.4197,0.8546,0.3182,0.3298
0.6266,996.32,0.8558,0.3181,0.3299
0.6245,1008.262,0.857,0.3181,0.33
0.6227,1020.1795,0.8582,0.318,0.3301
0.6211,1032.0278,0.8593,0.3179,0.3302
0.6197,1043.8018,0.8605,0.3178,0.3304
0.6188,1055.5463,0.8616,0.3178,0.3305
0.6182,1067.3643,0.8627,0.3177,0.3306
0.6181,1079.4048,0.8637,0.3176,0.3307
0.6186,1091.8037,0.8647,0.3175,0.3309
0.6195,1104.6084,0.8657,0.3174,0.331
0.6208,1117.7108,0.8667,0.3174,0.3311
0.6225,1130.8394,0.8676,0.3173,0.3313
0.6242,1143.6055,0.8686,0.3173,0.3314
0.6258,1155.592,0.8694,0.3173,0.3315
0.6268,1166.4114,0.8703,0.3173,0.3317
0.6271,1175.7166,0.8711,0.3173,0.3318
0.6266,1183.1885,0.8719,0.3174,0.3319
0.6253,1188.5282,0.8727,0.3175,0.3321
0.6234,1191.4821,0.8735,0.3176,0.3322
0.6213,1191.9041,0.8742,0.3178,0.3324
0.6192,1189.8558,0.8749,0.318,0.3325
0.6176,1185.7275,0.8755,0.3182,0.3327
0.6166,1180.3513,0.8761,0.3185,0.3328
0.6163,1175.0618,0.8765,0.3188,0.333
0.6164,1171.6766,0.8769,0.3191,0.3331
0.6166,1172.3906,0.8771,0.3195,0.3333
0.6165,1179.5868,0.8772,0.3199,0.3334
0.6154,1195.4393,0.877,0.3204,0.3336
0.6129,1221.046,0.8766,0.3209,0.3337
0.6085,1255.1165,0.8759,0.3214,0.3338
0.6019,1294.0063,0.875,0.322,0.334
0.5929,1336.4775,0.8737,0.3227,0.3341
0.5814,1389.9385,0.8721,0.3234,0.3342
0.5675,1465.355,0.8704,0.3242,0.3342
0.5519,1564.009,0.8684,0.3251,0.3343
0.5357,1675.4745,0.8663,0.3259,0.3343
0.5202,1786.2021,0.8643,0.3266,0.3343
0.5076,1884.9607,0.8624,0.3272,0.3343
0.4995,1961.0988,0.8607,0.3275,0.3343
0.4973,2004.7168,0.8594,0.3275,0.3343
0.5008,2024.1871,0.8587,0.3272,0.3343
0.5091,2046.0864,0.8585,0.3266,0.3345
0.5202,2079.8779,0.8589,0.3257,0.3348
0.5327,2121.6128,0.8601,0.3246,0.3351
0.5455,2167.2708,0.8618,0.3233,0.3355
0.5582,2213.5046,0.864,0.3218,0.3359
0.5703,2257.2815,0.8665,0.3204,0.3363
0.5817,2296.4482,0.8691,0.3189,0.3366
0.5923,2330.2905,0.8719,0.3175,0.3369
0.6022,2359.8564,0.8746,0.3163,0.3372
0.6116,2387.9624,0.8772,0.3151,0.3374
0.6209,2418.6821,0.8797,0.3142,0.3376
0.6301,2456.1211,0.882,0.3135,0.3377
0.6393,2502.5583,0.8842,0.3129,0.3377
0.6483,2556.8435,0.8863,0.3126,0.3378
0.6569,2615.4541,0.8884,0.3125,0.3378
0.6648,2676.2915,0.8904,0.3126,0.3378
0.6717,2738.7864,0.8925,0.3129,0.3378
0.6773,2801.1362,0.8945,0.3133,0.3378
0.6814,2860.8694,0.8966,0.3137,0.3378
0.6845,2916.4382,0.8987,0.3143,0.3378
0.6868,2967.4827,0.9008,0.3148,0.3378
0.6889,3014.3979,0.9029,0.3154,0.3378
0.6908,3057.8723,0.905,0.3159,0.3378
0.6928,3098.5256,0.9071,0.3164,0.3378
0.6947,3136.6838,0.9091,0.3169,0.3378
0.6964,3172.2556,0.9111,0.3174,0.3377
0.6977,3204.6482,0.913,0.3179,0.3376
0.6986,3232.6909,0.9149,0.3184,0.3375
0.6993,3254.7124,0.9168,0.3189,0.3374
0.6997,3269.0967,0.9186,0.3193,0.3372
0.7001,3275.2993,0.9204,0.3198,0.3369
0.7005,3274.6006,0.9222,0.3203,0.3367
0.7009,3269.8362,0.9239,0.3207,0.3365
0.7013,3264.7957,0.9256,0.3212,0.3363
0.7018,3263.1875,0.9274,0.3216,0.3361
0.7023,3267.6777,0.929,0.3219,0.336
0.7028,3279.6184,0.9307,0.3223,0.3359
0.7035,3299.2795,0.9324,0.3226,0.3359
0.7043,3326.2419,0.934,0.3228,0.3359
0.7053,3359.7437,0.9355,0.3231,0.3359
0.7063,3398.9097,0.937,0.3233,0.3361
0.7076,3442.842,0.9385,0.3235,0.3362
0.7089,3490.655,0.9399,0.3236,0.3364
0.7104,3541.4407,0.9412,0.3238,0.3366
0.7119,3594.2366,0.9425,0.3239,0.3369
0.7135,3647.9751,0.9437,0.324,0.3372
0.7151,3701.4443,0.9448,0.3241,0.3375
0.7167,3753.272,0.9458,0.3241,0.3379
0.7183,3801.9277,0.9468,0.3242,0.3382
0.7198,3845.793,0.9476,0.3242,0.3386
0.7213,3883.2917,0.9484,0.3242,0.339
0.7228,3913.1167,0.9491,0.3241,0.3394
0.7243,3934.5366,0.9496,0.3241,0.3398
0.7258,3947.6836,0.9501,0.324,0.3402
0.7273,3953.668,0.9505,0.3239,0.3405
0.7289,3954.3218,0.9508,0.3237,0.3409
0.7306,3951.6313,0.951,0.3236,0.3412
0.7324,3947.1318,0.9511,0.3235,0.3415
0.7343,3941.5925,0.9512,0.3233,0.3418
0.7363,3935.0823,0.9513,0.3232,0.342
0.7384,3927.2363,0.9513,0.323,0.3422
0.7406,3917.5479,0.9514,0.3229,0.3424
0.7428,3905.5603,0.9515,0.3227,0.3425
0.7451,3890.9585,0.9516,0.3226,0.3426
0.7475,3873.5828,0.9518,0.3225,0.3427
0.7498,3853.4048,0.9521,0.3223,0.3427
0.7522,3830.52,0.9524,0.3222,0.3427
0.7546,3805.1001,0.9527,0.3221,0.3427
0.757,3777.3882,0.953,0.322,0.3426
0.7594,3747.6724,0.9533,0.3219,0.3426
0.7617,3716.2808,0.9536,0.3218,0.3425
0.764,3683.5635,0.9538,0.3217,0.3424
0.7663,3649.8892,0.9539,0.3217,0.3423
0.7686,3615.6379,0.9539,0.3216,0.3421
0.7708,3581.1865,0.9536,0.3216,0.342
0.7729,3546.9084,0.9532,0.3215,0.3418
0.7751,3513.1675,0.9525,0.3215,0.3417
0.7771,3480.3025,0.9516,0.3215,0.3415
0.779,3448.635,0.9505,0.3214,0.3413
0.7809,3418.4512,0.9491,0.3214,0.3412
0.7826,3389.9985,0.9475,0.3214,0.341
0.7842,3363.4866,0.9457,0.3214,0.3408
0.7856,3339.0718,0.9438,0.3214,0.3406
0.7869,3316.8613,0.9418,0.3214,0.3404
0.788,3296.8872,0.9398,0.3214,0.3402
0.7891,3279.1357,0.9378,0.3214,0.3401
0.79,3263.5186,0.9358,0.3214,0.3399
0.7909,3249.8938,0.9339,0.3214,0.3397
0.7918,3238.0718,0.9322,0.3214,0.3395
0.7927,3227.864,0.9306,0.3214,0.3394
0.7937,3219.0447,0.9291,0.3214,0.3392
0.7948,3211.3708,0.9278,0.3214,0.339
0.7959,3204.5757,0.9267,0.3214,0.3389
0.7972,3198.3889,0.9258,0.3214,0.3387
0.7985,3192.5537,0.9249,0.3215,0.3386
0.7999,3186.8267,0.9243,0.3215,0.3385
0.8013,3180.9758,0.9236,0.3215,0.3384
0.8026,3174.7993,0.9231,0.3215,0.3383
0.8037,3168.126,0.9225,0.3215,0.3382
0.8047,3160.8264,0.922,0.3216,0.338
0.8054,3152.8286,0.9213,0.3216,0.3379
0.8059,3144.0935,0.9206,0.3216,0.3378
0.806,3134.6189,0.9197,0.3216,0.3377
0.8058,3124.4312,0.9185,0.3216,0.3376
0.8053,3113.5735,0.9172,0.3216,0.3375
0.8044,3102.0994,0.9156,0.3216,0.3374
0.8033,3090.0635,0.9136,0.3216,0.3373
0.8018,3077.5078,0.9113,0.3216,0.3371
0.8001,3064.4653,0.9086,0.3216,0.3369
0.7982,3050.9575,0.9055,0.3216,0.3368
0.796,3036.9871,0.9019,0.3215,0.3366
0.7936,3022.5479,0.8978,0.3215,0.3364
0.7909,3007.616,0.8931,0.3214,0.3362
0.7881,2992.1714,0.888,0.3214,0.3359
0.7852,2976.1797,0.8822,0.3213,0.3357
0.782,2959.6221,0.8759,0.3212,0.3354
0.7788,2942.4712,0.8691,0.3211,0.3351
0.7755,2924.7173,0.8617,0.3209,0.3348
0.7721,2906.3525,0.8538,0.3208,0.3345
0.7686,2887.3818,0.8454,0.3206,0.3341
0.7652,2867.8164,0.8367,0.3205,0.3337
0.7618,2847.6846,0.8276,0.3203,0.3333
0.7584,2827.021,0.8183,0.3201,0.3329
0.7551,2805.8774,0.8088,0.3199,0.3325
0.752,2784.3174,0.7992,0.3197,0.3321
0.7489,2762.4106,0.7895,0.3195,0.3316
0.7459,2740.2339,0.7799,0.3192,0.3311
0.7431,2717.8721,0.7704,0.319,0.3306
0.7404,2695.4109,0.761,0.3187,0.3301
0.7378,2672.9365,0.7518,0.3184,0.3296
0.7354,2650.522,0.7428,0.3182,0.3291
0.7332,2628.2568,0.7341,0.3179,0.3286
0.731,2606.2056,0.7255,0.3176,0.3281
0.729,2584.4368,0.7173,0.3173,0.3276
0.7272,2563.0122,0.7093,0.3169,0.3271
0.7254,2541.9795,0.7015,0.3166,0.3266
0.7238,2521.3809,0.6941,0.3163,0.3261
0.7224,2501.2549,0.6869,0.3159,0.3256
0.721,2481.626,0.68,0.3156,0.3251
0.7198,2462.5151,0.6733,0.3152,0.3246
0.7186,2443.9438,0.6669,0.3149,0.3241
0.7176,2425.9148,0.6608,0.3145,0.3237
0.7166,2408.4331,0.655,0.3141,0.3232
0.7157,2391.4966,0.6494,0.3137,0.3228
0.7148,2375.1079,0.6441,0.3134,0.3224
0.714,2359.2524,0.639,0.313,0.3219
0.7132,2343.918,0.6342,0.3126,0.3215
0.7125,2329.0999,0.6296,0.3121,0.3211
0.7117,2314.7778,0.6253,0.3117,0.3208
0.7109,2300.938,0.6213,0.3113,0.3204
0.7102,2287.5654,0.6174,0.3109,0.32
0.7094,2274.6372,0.6138,0.3105,0.3197
0.7085,2262.1382,0.6104,0.31,0.3193
0.7077,2250.0457,0.6073,0.3096,0.319
0.7068,2238.3408,0.6043,0.3092,0.3186
0.7058,2227.0005,0.6015,0.3087,0.3183
0.7048,2215.9976,0.5989,0.3083,0.318
0.7038,2205.314,0.5965,0.3078,0.3177
0.7027,2194.9214,0.5943,0.3074,0.3174
0.7015,2184.7974,0.5923,0.3069,0.3171
0.7003,2174.9148,0.5904,0.3065,0.3168
0.6991,2165.2537,0.5886,0.306,0.3165
0.6978,2155.7834,0.587,0.3056,0.3162
0.6965,2146.4746,0.5855,0.3051,0.3159
0.6951,2137.3079,0.5842,0.3046,0.3157
0.6937,2128.2563,0.5829,0.3042,0.3154
0.6922,2119.2893,0.5818,0.3037,0.3151
0.6907,2110.3887,0.5808,0.3033,0.3149
0.6891,2101.522,0.5799,0.3028,0.3146
0.6875,2092.6675,0.5791,0.3023,0.3144
0.6858,2083.8035,0.5783,0.3019,0.3141
0.6841,2074.9038,0.5777,0.3014,0.3139
0.6824,2065.9487,0.5771,0.301,0.3136
0.6806,2056.916,0.5766,0.3005,0.3134
0.6788,2047.7834,0.5761,0.3001,0.3131
0.677,2038.5334,0.5757,0.2996,0.3129
0.6751,2029.1567,0.5754,0.2991,0.3126
0.6732,2019.6292,0.5751,0.2987,0.3124
0.6712,2009.9375,0.5749,0.2982,0.3121
0.6692,2000.0708,0.5747,0.2978,0.3119
0.6672,1990.0222,0.5745,0.2974,0.3116
0.6651,1979.7805,0.5744,0.2969,0.3114
0.6631,1969.3323,0.5742,0.2965,0.3111
0.661,1958.6772,0.5742,0.296,0.3109
0.6588,1947.8033,0.5741,0.2956,0.3106
0.6567,1936.7083,0.5741,0.2951,0.3104
0.6545,1925.3892,0.574,0.2947,0.3101
0.6523,1913.8403,0.574,0.2943,0.3099
0.6553,730.2136,0.8144,0.3154,0.3257
0.6555,738.9083,0.815,0.3155,0.3258
0.6556,747.2893,0.8157,0.3157,0.326
0.6557,755.3502,0.8164,0.3158,0.3261
0.6558,763.0938,0.8171,0.316,0.3262
0.6559,770.5252,0.8179,0.3161,0.3263
0.6559,777.6443,0.8187,0.3163,0.3264
0.6559,784.4668,0.8195,0.3164,0.3266
0.6559,791.0027,0.8204,0.3165,0.3267
0.6558,797.2713,0.8213,0.3167,0.3268
0.6557,803.2892,0.8222,0.3168,0.3269
0.6555,809.088,0.8232,0.3169,0.327
0.6553,814.6945,0.8242,0.317,0.3272
0.6551,820.1459,0.8253,0.3172,0.3273
0.6548,825.4816,0.8264,0.3173,0.3274
0.6545,830.7441,0.8275,0.3174,0.3275
0.6541,835.9796,0.8287,0.3175,0.3276
0.6536,841.2402,0.8299,0.3176,0.3277
0.6531,846.5789,0.8311,0.3176,0.3278
0.6524,852.0475,0.8323,0.3177,0.3279
0.6517,857.7048,0.8336,0.3178,0.3281
0.651,863.6039,0.8348,0.3179,0.3282
0.6501,869.7963,0.8361,0.3179,0.3283
0.6491,876.3329,0.8374,0.318,0.3284
0.648,883.258,0.8387,0.318,0.3285
0.6468,890.6069,0.8401,0.318,0.3286
0.6455,898.4111,0.8414,0.3181,0.3287
0.6441,906.6871,0.8427,0.3181,0.3288
0.6426,915.4442,0.844,0.3181,0.3289
0.641,924.6771,0.8454,0.3181,0.329
0.6392,934.3684,0.8467,0.3181,0.3292
0.6374,944.4876,0.848,0.3181,0.3293
0.6354,954.991,0.8493,0.3181,0.3294
0.6334,965.8241,0.8506,0.318,0.3295
0.6313,976.9215,0.8519,0.318,0.3296
0.6292,988.2111,0.8532,0.318,0.3297
0.6271,999.6186,0.8544,0.3179,0.3298
0.6251,1011.0703,0.8556,0.3178,0.3299
0.6231,1022.4999,0.8568,0.3178,0.3301
0.6213,1033.86,0.858,0.3177,0.3302
0.6197,1045.1282,0.8592,0.3176,0.3303
0.6184,1056.3239,0.8603,0.3175,0.3304
0.6174,1067.5211,0.8614,0.3174,0.3305
0.6168,1078.8538,0.8625,0.3173,0.3307
0.6167,1090.4966,0.8635,0.3172,0.3308
0.6171,1102.6107,0.8645,0.3171,0.3309
0.618,1115.2561,0.8655,0.3171,0.3311
0.6193,1128.3204,0.8665,0.317,0.3312
0.6209,1141.5039,0.8674,0.3169,0.3313
0.6227,1154.3762,0.8683,0.3169,0.3315
0.6242,1166.4607,0.8692,0.3169,0.3316
0.6254,1177.2924,0.8701,0.3169,0.3317
0.6259,1186.4244,0.8709,0.3169,0.3319
0.6257,1193.4066,0.8717,0.3169,0.332
0.6248,1197.7714,0.8725,0.317,0.3322
0.6235,1199.0603,0.8732,0.3171,0.3323
0.622,1196.8994,0.8739,0.3173,0.3325
0.6206,1191.1366,0.8746,0.3175,0.3326
0.6197,1182.0271,0.8752,0.3177,0.3328
0.6195,1170.4149,0.8758,0.318,0.3329
0.6199,1157.8376,0.8763,0.3183,0.3331
0.6209,1146.5052,0.8766,0.3186,0.3332
0.622,1139.1732,0.8768,0.319,0.3334
0.6227,1139.0129,0.8769,0.3194,0.3335
0.6224,1149.3787,0.8767,0.3198,0.3336
0.6205,1172.7799,0.8763,0.3203,0.3338
0.6166,1207.8562,0.8757,0.3208,0.3339
0.6104,1246.1403,0.8748,0.3213,0.334
0.6016,1280.3057,0.8736,0.322,0.3341
0.5902,1324.4177,0.8722,0.3227,0.3342
0.5765,1402.5609,0.8705,0.3234,0.3343
0.5612,1515.4445,0.8687,0.3242,0.3344
0.5455,1642.9517,0.8668,0.325,0.3344
0.5308,1764.3298,0.865,0.3257,0.3345
0.5189,1866.6708,0.8633,0.3262,0.3345
0.5113,1943.9912,0.8619,0.3265,0.3345
0.5089,1997.438,0.8608,0.3265,0.3346
0.5117,2038.2419,0.8602,0.3262,0.3347
0.5187,2077.5388,0.86,0.3256,0.3349
0.5285,2115.3538,0.8605,0.3247,0.3351
0.5396,2151.5652,0.8615,0.3236,0.3355
0.5511,2188.1511,0.863,0.3223,0.3358
0.5627,2224.7603,0.8649,0.3209,0.3362
0.5738,2258.9763,0.8671,0.3195,0.3365
0.5843,2288.249,0.8695,0.318,0.3368
0.594,2311.2927,0.872,0.3166,0.3371
0.603,2328.9521,0.8745,0.3153,0.3373
0.6117,2344.5837,0.877,0.3142,0.3375
0.6203,2363.7129,0.8794,0.3132,0.3377
0.6291,2392.6897,0.8817,0.3124,0.3378
0.6379,2436.3193,0.884,0.3119,0.3378
0.6467,2495.0942,0.8861,0.3116,0.3379
0.6553,2564.5161,0.8883,0.3115,0.3379
0.6635,2639.0051,0.8904,0.3116,0.3379
0.6708,2714.9985,0.8925,0.3119,0.3379
0.6767,2789.3823,0.8946,0.3124,0.3379
0.6811,2858.6794,0.8968,0.3129,0.3379
0.6842,2920.2087,0.8989,0.3135,0.3379
0.6862,2973.1255,0.9011,0.3141,0.338
0.6879,3018.4536,0.9032,0.3148,0.338
0.6894,3058.2444,0.9053,0.3154,0.338
0.6909,3094.5703,0.9074,0.3159,0.3381
0.6924,3128.9104,0.9095,0.3165,0.3381
0.6938,3161.9509,0.9115,0.317,0.338
0.6951,3193.5378,0.9135,0.3175,0.3379
0.6961,3222.6184,0.9154,0.3179,0.3378
0.6969,3247.3418,0.9173,0.3184,0.3377
0.6976,3265.6558,0.9192,0.3189,0.3375
0.6983,3276.4048,0.921,0.3193,0.3372
0.6989,3280.2009,0.9228,0.3198,0.337
0.6996,3279.3577,0.9246,0.3202,0.3368
0.7003,3277.2622,0.9264,0.3207,0.3365
0.701,3277.4023,0.9281,0.3211,0.3363
0.7018,3282.4741,0.9298,0.3215,0.3362
0.7026,3294.0325,0.9315,0.3218,0.3361
0.7035,3312.6057,0.9331,0.3221,0.336
0.7045,3338.0103,0.9347,0.3224,0.336
0.7056,3369.6606,0.9363,0.3227,0.3361
0.7068,3406.7771,0.9378,0.3229,0.3362
0.7081,3448.5068,0.9393,0.3232,0.3363
0.7095,3493.9597,0.9407,0.3233,0.3365
0.7111,3542.2009,0.942,0.3235,0.3367
0.7127,3592.2366,0.9432,0.3237,0.337
0.7143,3642.979,0.9444,0.3238,0.3372
0.7159,3693.2385,0.9455,0.3239,0.3376
0.7175,3741.7188,0.9465,0.324,0.3379
0.719,3787.0688,0.9475,0.324,0.3383
0.7205,3827.9453,0.9483,0.3241,0.3386
0.722,3863.156,0.949,0.3241,0.339
0.7234,3891.8247,0.9497,0.3241,0.3394
0.7248,3913.5894,0.9502,0.324,0.3398
0.7262,3928.7576,0.9506,0.324,0.3401
0.7276,3938.271,0.951,0.3239,0.3405
0.7292,3943.4888,0.9512,0.3238,0.3408
0.7308,3945.7505,0.9514,0.3237,0.3412
0.7326,3946.0076,0.9515,0.3235,0.3415
0.7344,3944.634,0.9516,0.3234,0.3417
0.7364,3941.5269,0.9516,0.3233,0.3419
0.7384,3936.3057,0.9516,0.3231,0.3421
0.7406,3928.5549,0.9516,0.323,0.3423
0.7428,3917.9473,0.9516,0.3228,0.3424
0.7451,3904.3018,0.9517,0.3227,0.3425
0.7474,3887.5781,0.9518,0.3226,0.3426
0.7498,3867.8633,0.952,0.3224,0.3426
0.7522,3845.3325,0.9522,0.3223,0.3426
0.7546,3820.2231,0.9525,0.3222,0.3426
0.757,3792.8237,0.9528,0.3221,0.3426
0.7594,3763.4465,0.9531,0.322,0.3425
0.7618,3732.4299,0.9533,0.3219,0.3424
0.7642,3700.1223,0.9536,0.3218,0.3423
0.7666,3666.8877,0.9537,0.3217,0.3422
0.769,3633.0869,0.9537,0.3217,0.342
0.7713,3599.0886,0.9535,0.3216,0.3419
0.7736,3565.2429,0.9531,0.3216,0.3417
0.7759,3531.9019,0.9525,0.3215,0.3416
0.7781,3499.3931,0.9517,0.3215,0.3414
0.7802,3468.0232,0.9506,0.3215,0.3412
0.7821,3438.0752,0.9493,0.3214,0.3411
0.7839,3409.7876,0.9478,0.3214,0.3409
0.7856,3383.3657,0.9461,0.3214,0.3407
0.7871,3358.9644,0.9443,0.3214,0.3405
0.7885,3336.6746,0.9424,0.3214,0.3403
0.7897,3316.54,0.9404,0.3214,0.3401
0.7907,3298.5317,0.9385,0.3214,0.3399
0.7916,3282.564,0.9366,0.3213,0.3398
0.7925,3268.501,0.9348,0.3213,0.3396
0.7933,3256.1494,0.9331,0.3213,0.3394
0.7942,3245.335,0.9316,0.3214,0.3392
0.795,3235.8442,0.9302,0.3214,0.3391
0.796,3227.4456,0.9289,0.3214,0.3389
0.797,3219.8845,0.9278,0.3214,0.3387
0.7981,3212.9126,0.9269,0.3214,0.3386
0.7992,3206.2764,0.9261,0.3214,0.3385
0.8003,3199.7498,0.9254,0.3214,0.3383
0.8015,3193.1101,0.9248,0.3214,0.3382
0.8026,3186.1689,0.9242,0.3214,0.3381
0.8035,3178.7673,0.9237,0.3215,0.338
0.8043,3170.7881,0.9231,0.3215,0.3379
0.8049,3162.146,0.9224,0.3215,0.3378
0.8052,3152.8064,0.9217,0.3215,0.3376
0.8053,3142.7561,0.9208,0.3215,0.3375
0.805,3132.0166,0.9197,0.3215,0.3374
0.8045,3120.6213,0.9184,0.3215,0.3373
0.8037,3108.6125,0.9169,0.3215,0.3372
0.8026,3096.0344,0.915,0.3215,0.337
0.8012,3082.9238,0.9128,0.3215,0.3369
0.7996,3069.312,0.9102,0.3215,0.3367
0.7977,3055.2126,0.9072,0.3215,0.3366
0.7956,3040.6335,0.9038,0.3214,0.3364
0.7933,3025.5662,0.8998,0.3214,0.3362
0.7908,3009.9946,0.8954,0.3213,0.336
0.7881,2993.9016,0.8904,0.3212,0.3357
0.7853,2977.2556,0.8848,0.3211,0.3355
0.7823,2960.0415,0.8786,0.321,0.3352
0.7792,2942.2427,0.8719,0.3209,0.3349
0.776,2923.8452,0.8646,0.3208,0.3346
0.7727,2904.8518,0.8568,0.3206,0.3343
0.7694,2885.269,0.8485,0.3205,0.334
0.7661,2865.114,0.8398,0.3203,0.3336
0.7628,2844.415,0.8307,0.3201,0.3332
0.7596,2823.2119,0.8214,0.32,0.3328
0.7564,2801.5596,0.8119,0.3198,0.3324
0.7533,2779.5168,0.8023,0.3195,0.332
0.7503,2757.1577,0.7926,0.3193,0.3315
0.7474,2734.5596,0.783,0.3191,0.3311
0.7447,2711.8027,0.7735,0.3188,0.3306
0.742,2688.9722,0.7641,0.3186,0.3301
0.7395,2666.1548,0.7548,0.3183,0.3296
0.7372,2643.4263,0.7458,0.318,0.3291
0.7349,2620.8643,0.7371,0.3178,0.3286
0.7328,2598.5447,0.7285,0.3175,0.3281
0.7309,2576.5293,0.7203,0.3172,0.3276
0.729,2554.8755,0.7123,0.3168,0.3271
0.7273,2533.6377,0.7046,0.3165,0.3266
0.7257,2512.856,0.6972,0.3162,0.3262
0.7242,2492.5645,0.6901,0.3159,0.3257
0.7228,2472.791,0.6832,0.3155,0.3252
0.7216,2453.5566,0.6766,0.3152,0.3247
0.7204,2434.8767,0.6702,0.3148,0.3243
0.7193,2416.7617,0.6641,0.3144,0.3238
0.7183,2399.2104,0.6583,0.3141,0.3234
0.7173,2382.2219,0.6527,0.3137,0.3229
0.7164,2365.7935,0.6474,0.3133,0.3225
0.7155,2349.9167,0.6424,0.3129,0.3221
0.7146,2334.5786,0.6376,0.3125,0.3217
0.7138,2319.7646,0.633,0.3121,0.3213
0.713,2305.4651,0.6287,0.3117,0.3209
0.7121,2291.6575,0.6246,0.3113,0.3205
0.7113,2278.3267,0.6207,0.3109,0.3202
0.7104,2265.4487,0.617,0.3105,0.3198
0.7095,2253.0088,0.6136,0.3101,0.3195
0.7086,2240.9822,0.6103,0.3096,0.3191
0.7076,2229.3481,0.6073,0.3092,0.3188
0.7066,2218.0813,0.6044,0.3088,0.3184
0.7055,2207.1611,0.6018,0.3083,0.3181
0.7044,2196.5586,0.5993,0.3079,0.3178
0.7033,2186.2524,0.597,0.3074,0.3175
0.7021,2176.2158,0.5948,0.307,0.3172
0.7009,2166.425,0.5928,0.3065,0.3169
0.6996,2156.8506,0.5909,0.3061,0.3166
0.6983,2147.4717,0.5892,0.3056,0.3163
0.6969,2138.2583,0.5876,0.3052,0.3161
0.6955,2129.1846,0.5861,0.3047,0.3158
0.694,2120.2239,0.5847,0.3043,0.3155
0.6925,2111.354,0.5835,0.3038,0.3152
0.691,2102.5447,0.5823,0.3034,0.315
0.6894,2093.7751,0.5813,0.3029,0.3147
0.6877,2085.019,0.5803,0.3024,0.3144
0.6861,2076.2488,0.5795,0.302,0.3142
0.6844,2067.4507,0.5787,0.3015,0.3139
0.6826,2058.5911,0.578,0.3011,0.3137
0.6808,2049.6526,0.5773,0.3006,0.3134
0.679,2040.6221,0.5767,0.3002,0.3132
0.6771,2031.47,0.5762,0.2997,0.3129
0.6752,2022.1887,0.5758,0.2993,0.3126
0.6733,2012.7625,0.5754,0.2988,0.3124
0.6713,2003.1735,0.575,0.2984,0.3121
0.6693,1993.4072,0.5747,0.2979,0.3119
0.6673,1983.4608,0.5744,0.2975,0.3116
0.6653,1973.3162,0.5741,0.297,0.3114
0.6632,1962.9696,0.5739,0.2966,0.3111
0.661,1952.4163,0.5737,0.2961,0.3109
0.6589,1941.6379,0.5736,0.2957,0.3106
0.6567,1930.6416,0.5734,0.2953,0.3104
0.6545,1919.4235,0.5733,0.2948,0.3101
0.6523,1907.9714,0.5732,0.2944,0.3099
0.6537,728.7357,0.8141,0.3153,0.3257
0.6539,737.731,0.8148,0.3154,0.3258
0.654,746.4406,0.8155,0.3156,0.3259
0.6541,754.8616,0.8162,0.3157,0.326
0.6541,762.9995,0.8169,0.3159,0.3262
0.6542,770.8521,0.8177,0.316,0.3263
0.6542,778.4323,0.8185,0.3161,0.3264
0.6542,785.7474,0.8193,0.3163,0.3265
0.6541,792.8121,0.8202,0.3164,0.3266
0.654,799.6435,0.8211,0.3165,0.3268
0.6539,806.2617,0.822,0.3166,0.3269
0.6537,812.6924,0.823,0.3168,0.327
0.6535,818.9648,0.8241,0.3169,0.3271
0.6532,825.1107,0.8251,0.317,0.3272
0.6529,831.1696,0.8262,0.3171,0.3274
0.6526,837.181,0.8273,0.3172,0.3275
0.6521,843.1856,0.8285,0.3173,0.3276
0.6516,849.2317,0.8297,0.3174,0.3277
0.6511,855.3652,0.8309,0.3174,0.3278
0.6504,861.6335,0.8321,0.3175,0.3279
0.6497,868.0861,0.8334,0.3176,0.3281
0.6489,874.7687,0.8347,0.3176,0.3282
0.6481,881.725,0.836,0.3177,0.3283
0.6471,888.9944,0.8373,0.3177,0.3284
0.646,896.6116,0.8386,0.3178,0.3285
0.6448,904.6038,0.8399,0.3178,0.3286
0.6436,912.9917,0.8413,0.3178,0.3287
0.6422,921.7819,0.8426,0.3179,0.3288
0.6407,930.9762,0.8439,0.3179,0.329
0.6391,940.5601,0.8452,0.3179,0.3291
0.6374,950.5111,0.8466,0.3178,0.3292
0.6356,960.7922,0.8479,0.3178,0.3293
0.6338,971.3574,0.8492,0.3178,0.3294
0.6318,982.1511,0.8505,0.3178,0.3295
0.6298,993.1116,0.8517,0.3177,0.3296
0.6278,1004.1713,0.853,0.3177,0.3298
0.6258,1015.2642,0.8542,0.3176,0.3299
0.6239,1026.3291,0.8555,0.3175,0.33
0.622,1037.3181,0.8566,0.3174,0.3301
0.6203,1048.2017,0.8578,0.3174,0.3302
0.6187,1058.9819,0.859,0.3173,0.3304
0.6174,1069.7034,0.8601,0.3172,0.3305
0.6165,1080.4656,0.8612,0.3171,0.3306
0.6159,1091.4238,0.8622,0.317,0.3307
